SampleID,Enrichment,Temperature,Substrate,Replicate,Time_Point,Date,Time,Minutes,Hours,Absorbance
Laura2_30_TPA_R2_T4,Laura2,30,TPA,R2,T4,5/5/21,12:00,2670,44.5,1.089875
Laura2_30_Pyrolysis_R2_T4,Laura2,30,Pyrolysis,R2,T4,5/5/21,12:00,2670,44.5,1.190127
Laura2_37_Mix_R2_T4,Laura2,37,Mix,R2,T4,5/5/21,12:00,2670,44.5,1.544987
Laura2_37_TPA_R3_T4,Laura2,37,TPA,R3,T4,5/5/21,12:00,2670,44.5,1.000832
Laura2_37_Pyrolysis_R3_T4,Laura2,37,Pyrolysis,R3,T4,5/5/21,12:00,2670,44.5,0.889492
Laura2_30_Mix_R3_T4,Laura2,30,Mix,R3,T4,5/5/21,12:00,2670,44.5,0.819206
Laura2_30_TPA_R3_T4,Laura2,30,TPA,R3,T4,5/5/21,12:00,2670,44.5,0.80842
Laura2_30_Pyrolysis_R3_T4,Laura2,30,Pyrolysis,R3,T4,5/5/21,12:00,2670,44.5,0.652849
Laura2_37_Mix_R3_T4,Laura2,37,Mix,R3,T4,5/5/21,12:00,2670,44.5,0.815582
Emma2_37_TPA_R1_T4,Emma2,37,TPA,R1,T4,5/5/21,12:00,2670,44.5,0.757518
Emma2_37_Pyrolysis_R1_T4,Emma2,37,Pyrolysis,R1,T4,5/5/21,12:00,2670,44.5,0.372315
Emma2_30_Mix_R1_T4,Emma2,30,Mix,R1,T4,5/5/21,12:00,2670,44.5,0.940334
Emma2_30_TPA_R1_T4,Emma2,30,TPA,R1,T4,5/5/21,12:00,2670,44.5,1.160256
Emma2_30_Pyrolysis_R1_T4,Emma2,30,Pyrolysis,R1,T4,5/5/21,12:00,2670,44.5,0.519238
Emma2_37_Mix_R1_T4,Emma2,37,Mix,R1,T4,5/5/21,12:00,2670,44.5,0.714842
Emma2_37_TPA_R2_T4,Emma2,37,TPA,R2,T4,5/5/21,12:00,2670,44.5,0.944444
Emma2_37_Pyrolysis_R2_T4,Emma2,37,Pyrolysis,R2,T4,5/5/21,12:00,2670,44.5,0.478052
Emma2_30_Mix_R2_T4,Emma2,30,Mix,R2,T4,5/5/21,12:00,2670,44.5,0.621742
Emma2_30_TPA_R2_T4,Emma2,30,TPA,R2,T4,5/5/21,12:00,2670,44.5,1.366924
Emma2_30_Pyrolysis_R2_T4,Emma2,30,Pyrolysis,R2,T4,5/5/21,12:00,2670,44.5,0.849034
Emma2_37_Mix_R2_T4,Emma2,37,Mix,R2,T4,5/5/21,12:00,2670,44.5,1.265137
Emma2_37_TPA_R3_T4,Emma2,37,TPA,R3,T4,5/5/21,12:00,2670,44.5,0.395623
Emma2_37_Pyrolysis_R3_T4,Emma2,37,Pyrolysis,R3,T4,5/5/21,12:00,2670,44.5,1.066217
Emma2_30_Mix_R3_T4,Emma2,30,Mix,R3,T4,5/5/21,12:00,2670,44.5,0.334106
Emma2_30_TPA_R3_T4,Emma2,30,TPA,R3,T4,5/5/21,12:00,2670,44.5,1.216965
Emma2_30_Pyrolysis_R3_T4,Emma2,30,Pyrolysis,R3,T4,5/5/21,12:00,2670,44.5,0.991569
Emma2_30_Mix_R3_T4,Emma2,30,Mix,R3,T4,5/5/21,12:00,2670,44.5,1.609924
Blank_30_TPA_R1_T4,Blank,30,TPA,R1,T4,5/5/21,12:00,2670,44.5,0.121181
Blank_37_Pyrolysis_R1_T4,Blank,37,Pyrolysis,R1,T4,5/5/21,12:00,2670,44.5,0.233197
Blank_37_Mix_R1_T4,Blank,37,Mix,R1,T4,5/5/21,12:00,2670,44.5,0.200306
Blank_37_TPA_R1_T4,Blank,37,TPA,R1,T4,5/5/21,12:00,2670,44.5,0.188444
Blank_30_Pyrolysis_R1_T4,Blank,30,Pyrolysis,R1,T4,5/5/21,12:00,2670,44.5,0.312121
Blank_30_Mix_R1_T4,Blank,30,Mix,R1,T4,5/5/21,12:00,2670,44.5,0.463179
Blank_30_TPA_R2_T4,Blank,30,TPA,R2,T4,5/5/21,12:00,2670,44.5,0.103663
Blank_37_Pyrolysis_R2_T4,Blank,37,Pyrolysis,R2,T4,5/5/21,12:00,2670,44.5,0.122147
Blank_37_Mix_R2_T4,Blank,37,Mix,R2,T4,5/5/21,12:00,2670,44.5,0.167456
Blank_37_TPA_R2_T4,Blank,37,TPA,R2,T4,5/5/21,12:00,2670,44.5,0.179384
Blank_30_Pyrolysis_R2_T4,Blank,30,Pyrolysis,R2,T4,5/5/21,12:00,2670,44.5,0.262496
Blank_30_Mix_R2_T4,Blank,30,Mix,R2,T4,5/5/21,12:00,2670,44.5,0.442196
Blank_30_TPA_R3_T4,Blank,30,TPA,R3,T4,5/5/21,12:00,2670,44.5,0.109951
Blank_37_Pyrolysis_R3_T4,Blank,37,Pyrolysis,R3,T4,5/5/21,12:00,2670,44.5,0.127874
Blank_37_Mix_R3_T4,Blank,37,Mix,R3,T4,5/5/21,12:00,2670,44.5,0.209767
Blank_37_TPA_R3_T4,Blank,37,TPA,R3,T4,5/5/21,12:00,2670,44.5,0.169366
Blank_30_Pyrolysis_R3_T4,Blank,30,Pyrolysis,R3,T4,5/5/21,12:00,2670,44.5,0.220937
Blank_30_Mix_R3_T4,Blank,30,Mix,R3,T4,5/5/21,12:00,2670,44.5,0.328122
Laura1_30_TPA_R1_T5,Laura1,30,TPA,R1,T5,5/5/21,15:30,2880,48,0.765228
Laura1_30_Pyrolysis_R1_T5,Laura1,30,Pyrolysis,R1,T5,5/5/21,15:30,2880,48,0.444804
Laura1_30_Mix_R1_T5,Laura1,30,Mix,R1,T5,5/5/21,15:30,2880,48,0.60261
Laura1_37_TPA_R1_T5,Laura1,37,TPA,R1,T5,5/5/21,15:30,2880,48,1.389674
Laura1_37_Pyrolysis_R1_T5,Laura1,37,Pyrolysis,R1,T5,5/5/21,15:30,2880,48,0.953172
Laura1_37_Mix_R1_T5,Laura1,37,Mix,R1,T5,5/5/21,15:30,2880,48,0.862253
Laura1_30_TPA_R2_T5,Laura1,30,TPA,R2,T5,5/5/21,15:30,2880,48,0.573118
Laura1_30_Pyrolysis_R2_T5,Laura1,30,Pyrolysis,R2,T5,5/5/21,15:30,2880,48,0.477928
Laura1_30_Mix_R2_T5,Laura1,30,Mix,R2,T5,5/5/21,15:30,2880,48,0.917214
Laura1_37_TPA_R2_T5,Laura1,37,TPA,R2,T5,5/5/21,15:30,2880,48,1.165111
Laura1_37_Pyrolysis_R2_T5,Laura1,37,Pyrolysis,R2,T5,5/5/21,15:30,2880,48,0.582377
Laura1_37_Mix_R2_T5,Laura1,37,Mix,R2,T5,5/5/21,15:30,2880,48,0.424622
Laura1_30_TPA_R3_T5,Laura1,30,TPA,R3,T5,5/5/21,15:30,2880,48,0.702852
Laura1_30_Pyrolysis_R3_T5,Laura1,30,Pyrolysis,R3,T5,5/5/21,15:30,2880,48,0.666584
Laura1_30_Mix_R3_T5,Laura1,30,Mix,R3,T5,5/5/21,15:30,2880,48,0.293924
Laura1_37_TPA_R3_T5,Laura1,37,TPA,R3,T5,5/5/21,15:30,2880,48,1.17037
Laura1_37_Pyrolysis_R3_T5,Laura1,37,Pyrolysis,R3,T5,5/5/21,15:30,2880,48,1.321126
Laura1_37_Mix_R3_T5,Laura1,37,Mix,R3,T5,5/5/21,15:30,2880,48,1.496022
Laura2_30_TPA_R1_T5,Laura2,30,TPA,R1,T5,5/5/21,15:30,2880,48,0.545663
Laura2_30_Pyrolysis_R1_T5,Laura2,30,Pyrolysis,R1,T5,5/5/21,15:30,2880,48,0.695598
Laura2_30_Mix_R1_T5,Laura2,30,Mix,R1,T5,5/5/21,15:30,2880,48,1.0997
Laura2_37_TPA_R1_T5,Laura2,37,TPA,R1,T5,5/5/21,15:30,2880,48,1.185817
Laura2_37_Pyrolysis_R1_T5,Laura2,37,Pyrolysis,R1,T5,5/5/21,15:30,2880,48,1.194519
Laura2_37_Mix_R1_T5,Laura2,37,Mix,R1,T5,5/5/21,15:30,2880,48,0.663489
Laura2_30_TPA_R2_T5,Laura2,30,TPA,R2,T5,5/5/21,15:30,2880,48,1.045895
Laura2_30_Pyrolysis_R2_T5,Laura2,30,Pyrolysis,R2,T5,5/5/21,15:30,2880,48,0.711
Laura2_30_Mix_R2_T5,Laura2,30,Mix,R2,T5,5/5/21,15:30,2880,48,1.130117
Laura2_30_TPA_R2_T5,Laura2,30,TPA,R2,T5,5/5/21,15:30,2880,48,1.265724
Laura2_30_Pyrolysis_R2_T5,Laura2,30,Pyrolysis,R2,T5,5/5/21,15:30,2880,48,1.283543
Laura2_37_Mix_R2_T5,Laura2,37,Mix,R2,T5,5/5/21,15:30,2880,48,1.694285
Laura2_37_TPA_R3_T5,Laura2,37,TPA,R3,T5,5/5/21,15:30,2880,48,1.005928
Laura2_37_Pyrolysis_R3_T5,Laura2,37,Pyrolysis,R3,T5,5/5/21,15:30,2880,48,1.01754
Laura2_30_Mix_R3_T5,Laura2,30,Mix,R3,T5,5/5/21,15:30,2880,48,0.822922
Laura2_30_TPA_R3_T5,Laura2,30,TPA,R3,T5,5/5/21,15:30,2880,48,0.90362
Laura2_30_Pyrolysis_R3_T5,Laura2,30,Pyrolysis,R3,T5,5/5/21,15:30,2880,48,0.594886
Laura2_37_Mix_R3_T5,Laura2,37,Mix,R3,T5,5/5/21,15:30,2880,48,0.988731
Emma2_37_TPA_R1_T5,Emma2,37,TPA,R1,T5,5/5/21,15:30,2880,48,0.853212
Emma2_37_Pyrolysis_R1_T5,Emma2,37,Pyrolysis,R1,T5,5/5/21,15:30,2880,48,0.382139
Emma2_30_Mix_R1_T5,Emma2,30,Mix,R1,T5,5/5/21,15:30,2880,48,0.994909
Emma2_30_TPA_R1_T5,Emma2,30,TPA,R1,T5,5/5/21,15:30,2880,48,0.864496
Emma2_30_Pyrolysis_R1_T5,Emma2,30,Pyrolysis,R1,T5,5/5/21,15:30,2880,48,1.038179
Emma2_37_Mix_R1_T5,Emma2,37,Mix,R1,T5,5/5/21,15:30,2880,48,0.873403
Emma2_37_TPA_R2_T5,Emma2,37,TPA,R2,T5,5/5/21,15:30,2880,48,1.141045
Emma2_37_Pyrolysis_R2_T5,Emma2,37,Pyrolysis,R2,T5,5/5/21,15:30,2880,48,0.614602
Emma2_30_Mix_R2_T5,Emma2,30,Mix,R2,T5,5/5/21,15:30,2880,48,0.671808
Emma2_30_TPA_R2_T5,Emma2,30,TPA,R2,T5,5/5/21,15:30,2880,48,1.489722
Emma2_30_Pyrolysis_R2_T5,Emma2,30,Pyrolysis,R2,T5,5/5/21,15:30,2880,48,0.51504
Emma2_37_Mix_R2_T5,Emma2,37,Mix,R2,T5,5/5/21,15:30,2880,48,1.480233
Emma2_37_TPA_R3_T5,Emma2,37,TPA,R3,T5,5/5/21,15:30,2880,48,0.639178
Emma2_37_Pyrolysis_R3_T5,Emma2,37,Pyrolysis,R3,T5,5/5/21,15:30,2880,48,1.14444
Emma2_30_Mix_R3_T5,Emma2,30,Mix,R3,T5,5/5/21,15:30,2880,48,0.458351
Emma2_30_TPA_R3_T5,Emma2,30,TPA,R3,T5,5/5/21,15:30,2880,48,1.392518
Emma2_30_Pyrolysis_R3_T5,Emma2,30,Pyrolysis,R3,T5,5/5/21,15:30,2880,48,0.943457
Emma2_30_Mix_R3_T5,Emma2,30,Mix,R3,T5,5/5/21,15:30,2880,48,1.673348
Blank_30_TPA_R1_T5,Blank,30,TPA,R1,T5,5/5/21,15:30,2880,48,0.118751
Blank_37_Pyrolysis_R1_T5,Blank,37,Pyrolysis,R1,T5,5/5/21,15:30,2880,48,0.271666
Blank_37_Mix_R1_T5,Blank,37,Mix,R1,T5,5/5/21,15:30,2880,48,0.263082
Blank_37_TPA_R1_T5,Blank,37,TPA,R1,T5,5/5/21,15:30,2880,48,0.236079
Blank_30_Pyrolysis_R1_T5,Blank,30,Pyrolysis,R1,T5,5/5/21,15:30,2880,48,0.232719
Blank_30_Mix_R1_T5,Blank,30,Mix,R1,T5,5/5/21,15:30,2880,48,0.200495
Blank_30_TPA_R2_T5,Blank,30,TPA,R2,T5,5/5/21,15:30,2880,48,0.104039
Blank_37_Pyrolysis_R2_T5,Blank,37,Pyrolysis,R2,T5,5/5/21,15:30,2880,48,0.148063
Blank_37_Mix_R2_T5,Blank,37,Mix,R2,T5,5/5/21,15:30,2880,48,0.175173
Blank_37_TPA_R2_T5,Blank,37,TPA,R2,T5,5/5/21,15:30,2880,48,0.219918
Blank_30_Pyrolysis_R2_T5,Blank,30,Pyrolysis,R2,T5,5/5/21,15:30,2880,48,0.400545
Blank_30_Mix_R2_T5,Blank,30,Mix,R2,T5,5/5/21,15:30,2880,48,0.223936
Blank_30_TPA_R3_T5,Blank,30,TPA,R3,T5,5/5/21,15:30,2880,48,0.109592
Blank_37_Pyrolysis_R3_T5,Blank,37,Pyrolysis,R3,T5,5/5/21,15:30,2880,48,0.126316
Blank_37_Mix_R3_T5,Blank,37,Mix,R3,T5,5/5/21,15:30,2880,48,0.195217
Blank_37_TPA_R3_T5,Blank,37,TPA,R3,T5,5/5/21,15:30,2880,48,0.180731
Blank_30_Pyrolysis_R3_T5,Blank,30,Pyrolysis,R3,T5,5/5/21,15:30,2880,48,0.233126
Blank_30_Mix_R3_T5,Blank,30,Mix,R3,T5,5/5/21,15:30,2880,48,0.139103
Laura1_30_TPA_R1_T6,Laura1,30,TPA,R1,T6,5/6/21,9:40,3970,66.2,0.861
Laura1_30_Pyrolysis_R1_T6,Laura1,30,Pyrolysis,R1,T6,5/6/21,9:40,3970,66.2,0.418
Laura1_30_Mix_R1_T6,Laura1,30,Mix,R1,T6,5/6/21,9:40,3970,66.2,0.521
Laura1_37_TPA_R1_T6,Laura1,37,TPA,R1,T6,5/6/21,9:40,3970,66.2,1.54
Laura1_37_Pyrolysis_R1_T6,Laura1,37,Pyrolysis,R1,T6,5/6/21,9:40,3970,66.2,0.918
Laura1_37_Mix_R1_T6,Laura1,37,Mix,R1,T6,5/6/21,9:40,3970,66.2,1.036
Laura1_30_TPA_R2_T6,Laura1,30,TPA,R2,T6,5/6/21,9:40,3970,66.2,0.539
Laura1_30_Pyrolysis_R2_T6,Laura1,30,Pyrolysis,R2,T6,5/6/21,9:40,3970,66.2,0.618
Laura1_30_Mix_R2_T6,Laura1,30,Mix,R2,T6,5/6/21,9:40,3970,66.2,1.112
Laura1_37_TPA_R2_T6,Laura1,37,TPA,R2,T6,5/6/21,9:40,3970,66.2,1.318
Laura1_37_Pyrolysis_R2_T6,Laura1,37,Pyrolysis,R2,T6,5/6/21,9:40,3970,66.2,0.298
Laura1_37_Mix_R2_T6,Laura1,37,Mix,R2,T6,5/6/21,9:40,3970,66.2,0.385
Laura1_30_TPA_R3_T6,Laura1,30,TPA,R3,T6,5/6/21,9:40,3970,66.2,0.771
Laura1_30_Pyrolysis_R3_T6,Laura1,30,Pyrolysis,R3,T6,5/6/21,9:40,3970,66.2,0.498
Laura1_30_Mix_R3_T6,Laura1,30,Mix,R3,T6,5/6/21,9:40,3970,66.2,0.432
Laura1_37_TPA_R3_T6,Laura1,37,TPA,R3,T6,5/6/21,9:40,3970,66.2,1.115
Laura1_37_Pyrolysis_R3_T6,Laura1,37,Pyrolysis,R3,T6,5/6/21,9:40,3970,66.2,1.293
Laura1_37_Mix_R3_T6,Laura1,37,Mix,R3,T6,5/6/21,9:40,3970,66.2,1.407
Laura2_30_TPA_R1_T6,Laura2,30,TPA,R1,T6,5/6/21,9:40,3970,66.2,0.605
Laura2_30_Pyrolysis_R1_T6,Laura2,30,Pyrolysis,R1,T6,5/6/21,9:40,3970,66.2,0.616
Laura2_30_Mix_R1_T6,Laura2,30,Mix,R1,T6,5/6/21,9:40,3970,66.2,1.179
Laura2_37_TPA_R1_T6,Laura2,37,TPA,R1,T6,5/6/21,9:40,3970,66.2,0.966
Laura2_37_Pyrolysis_R1_T6,Laura2,37,Pyrolysis,R1,T6,5/6/21,9:40,3970,66.2,0.953
Laura2_37_Mix_R1_T6,Laura2,37,Mix,R1,T6,5/6/21,9:40,3970,66.2,0.729
Laura2_30_TPA_R2_T6,Laura2,30,TPA,R2,T6,5/6/21,9:40,3970,66.2,1.123
Laura2_30_Pyrolysis_R2_T6,Laura2,30,Pyrolysis,R2,T6,5/6/21,9:40,3970,66.2,0.522
Laura2_30_Mix_R2_T6,Laura2,30,Mix,R2,T6,5/6/21,9:40,3970,66.2,0.707
Laura2_30_TPA_R2_T6,Laura2,30,TPA,R2,T6,5/6/21,9:40,3970,66.2,1.278
Laura2_30_Pyrolysis_R2_T6,Laura2,30,Pyrolysis,R2,T6,5/6/21,9:40,3970,66.2,1.504
Laura2_37_Mix_R2_T6,Laura2,37,Mix,R2,T6,5/6/21,9:40,3970,66.2,1.785
Laura2_37_TPA_R3_T6,Laura2,37,TPA,R3,T6,5/6/21,9:40,3970,66.2,1.157
Laura2_37_Pyrolysis_R3_T6,Laura2,37,Pyrolysis,R3,T6,5/6/21,9:40,3970,66.2,0.842
Laura2_30_Mix_R3_T6,Laura2,30,Mix,R3,T6,5/6/21,9:40,3970,66.2,0.587
Laura2_30_TPA_R3_T6,Laura2,30,TPA,R3,T6,5/6/21,9:40,3970,66.2,1.13
Laura2_30_Pyrolysis_R3_T6,Laura2,30,Pyrolysis,R3,T6,5/6/21,9:40,3970,66.2,0.586
Laura2_37_Mix_R3_T6,Laura2,37,Mix,R3,T6,5/6/21,9:40,3970,66.2,1.148
Emma2_37_TPA_R1_T6,Emma2,37,TPA,R1,T6,5/6/21,9:40,3970,66.2,1.081
Emma2_37_Pyrolysis_R1_T6,Emma2,37,Pyrolysis,R1,T6,5/6/21,9:40,3970,66.2,0.373
Emma2_30_Mix_R1_T6,Emma2,30,Mix,R1,T6,5/6/21,9:40,3970,66.2,0.663
Emma2_30_TPA_R1_T6,Emma2,30,TPA,R1,T6,5/6/21,9:40,3970,66.2,0.852
Emma2_30_Pyrolysis_R1_T6,Emma2,30,Pyrolysis,R1,T6,5/6/21,9:40,3970,66.2,0.767
Emma2_37_Mix_R1_T6,Emma2,37,Mix,R1,T6,5/6/21,9:40,3970,66.2,0.971
Emma2_37_TPA_R2_T6,Emma2,37,TPA,R2,T6,5/6/21,9:40,3970,66.2,1.228
Emma2_37_Pyrolysis_R2_T6,Emma2,37,Pyrolysis,R2,T6,5/6/21,9:40,3970,66.2,0.686
Emma2_30_Mix_R2_T6,Emma2,30,Mix,R2,T6,5/6/21,9:40,3970,66.2,0.573
Emma2_30_TPA_R2_T6,Emma2,30,TPA,R2,T6,5/6/21,9:40,3970,66.2,1.476
Emma2_30_Pyrolysis_R2_T6,Emma2,30,Pyrolysis,R2,T6,5/6/21,9:40,3970,66.2,0.781
Emma2_37_Mix_R2_T6,Emma2,37,Mix,R2,T6,5/6/21,9:40,3970,66.2,1.349
Emma2_37_TPA_R3_T6,Emma2,37,TPA,R3,T6,5/6/21,9:40,3970,66.2,0.972
Emma2_37_Pyrolysis_R3_T6,Emma2,37,Pyrolysis,R3,T6,5/6/21,9:40,3970,66.2,1.148
Emma2_30_Mix_R3_T6,Emma2,30,Mix,R3,T6,5/6/21,9:40,3970,66.2,0.691
Emma2_30_TPA_R3_T6,Emma2,30,TPA,R3,T6,5/6/21,9:40,3970,66.2,1.417
Emma2_30_Pyrolysis_R3_T6,Emma2,30,Pyrolysis,R3,T6,5/6/21,9:40,3970,66.2,0.579
Emma2_30_Mix_R3_T6,Emma2,30,Mix,R3,T6,5/6/21,9:40,3970,66.2,1.566
Blank_30_TPA_R1_T6,Blank,30,TPA,R1,T6,5/6/21,9:40,3970,66.2,0.085
Blank_37_Pyrolysis_R1_T6,Blank,37,Pyrolysis,R1,T6,5/6/21,9:40,3970,66.2,0.219
Blank_37_Mix_R1_T6,Blank,37,Mix,R1,T6,5/6/21,9:40,3970,66.2,0.168
Blank_37_TPA_R1_T6,Blank,37,TPA,R1,T6,5/6/21,9:40,3970,66.2,0.105
Blank_30_Pyrolysis_R1_T6,Blank,30,Pyrolysis,R1,T6,5/6/21,9:40,3970,66.2,0.162
Blank_30_Mix_R1_T6,Blank,30,Mix,R1,T6,5/6/21,9:40,3970,66.2,0.186
Blank_30_TPA_R2_T6,Blank,30,TPA,R2,T6,5/6/21,9:40,3970,66.2,0.079
Blank_37_Pyrolysis_R2_T6,Blank,37,Pyrolysis,R2,T6,5/6/21,9:40,3970,66.2,0.121
Blank_37_Mix_R2_T6,Blank,37,Mix,R2,T6,5/6/21,9:40,3970,66.2,0.103
Blank_37_TPA_R2_T6,Blank,37,TPA,R2,T6,5/6/21,9:40,3970,66.2,0.091
Blank_30_Pyrolysis_R2_T6,Blank,30,Pyrolysis,R2,T6,5/6/21,9:40,3970,66.2,0.132
Blank_30_Mix_R2_T6,Blank,30,Mix,R2,T6,5/6/21,9:40,3970,66.2,0.189
Blank_30_TPA_R3_T6,Blank,30,TPA,R3,T6,5/6/21,9:40,3970,66.2,0.088
Blank_37_Pyrolysis_R3_T6,Blank,37,Pyrolysis,R3,T6,5/6/21,9:40,3970,66.2,0.099
Blank_37_Mix_R3_T6,Blank,37,Mix,R3,T6,5/6/21,9:40,3970,66.2,0.191
Blank_37_TPA_R3_T6,Blank,37,TPA,R3,T6,5/6/21,9:40,3970,66.2,0.069
Blank_30_Pyrolysis_R3_T6,Blank,30,Pyrolysis,R3,T6,5/6/21,9:40,3970,66.2,0.083
Blank_30_Mix_R3_T6,Blank,30,Mix,R3,T6,5/6/21,9:40,3970,66.2,0.079
Laura1_30_TPA_R1_T7,Laura1,30,TPA,R1,T7,5/6/21,16:00,4180,69.7,1.095
Laura1_30_Pyrolysis_R1_T7,Laura1,30,Pyrolysis,R1,T7,5/6/21,16:00,4180,69.7,0.85
Laura1_30_Mix_R1_T7,Laura1,30,Mix,R1,T7,5/6/21,16:00,4180,69.7,0.586
Laura1_37_TPA_R1_T7,Laura1,37,TPA,R1,T7,5/6/21,16:00,4180,69.7,1.949
Laura1_37_Pyrolysis_R1_T7,Laura1,37,Pyrolysis,R1,T7,5/6/21,16:00,4180,69.7,1.32
Laura1_37_Mix_R1_T7,Laura1,37,Mix,R1,T7,5/6/21,16:00,4180,69.7,1.231
Laura1_30_TPA_R2_T7,Laura1,30,TPA,R2,T7,5/6/21,16:00,4180,69.7,0.699
Laura1_30_Pyrolysis_R2_T7,Laura1,30,Pyrolysis,R2,T7,5/6/21,16:00,4180,69.7,0.583
Laura1_30_Mix_R2_T7,Laura1,30,Mix,R2,T7,5/6/21,16:00,4180,69.7,1.282
Laura1_37_TPA_R2_T7,Laura1,37,TPA,R2,T7,5/6/21,16:00,4180,69.7,1.395
Laura1_37_Pyrolysis_R2_T7,Laura1,37,Pyrolysis,R2,T7,5/6/21,16:00,4180,69.7,0.407
Laura1_37_Mix_R2_T7,Laura1,37,Mix,R2,T7,5/6/21,16:00,4180,69.7,0.62
Laura1_30_TPA_R3_T7,Laura1,30,TPA,R3,T7,5/6/21,16:00,4180,69.7,1.162
Laura1_30_Pyrolysis_R3_T7,Laura1,30,Pyrolysis,R3,T7,5/6/21,16:00,4180,69.7,0.569
Laura1_30_Mix_R3_T7,Laura1,30,Mix,R3,T7,5/6/21,16:00,4180,69.7,0.581
Laura1_37_TPA_R3_T7,Laura1,37,TPA,R3,T7,5/6/21,16:00,4180,69.7,1.15
Laura1_37_Pyrolysis_R3_T7,Laura1,37,Pyrolysis,R3,T7,5/6/21,16:00,4180,69.7,1.329
Laura1_37_Mix_R3_T7,Laura1,37,Mix,R3,T7,5/6/21,16:00,4180,69.7,1.497
Laura2_30_TPA_R1_T7,Laura2,30,TPA,R1,T7,5/6/21,16:00,4180,69.7,1.076
Laura2_30_Pyrolysis_R1_T7,Laura2,30,Pyrolysis,R1,T7,5/6/21,16:00,4180,69.7,0.964
Laura2_30_Mix_R1_T7,Laura2,30,Mix,R1,T7,5/6/21,16:00,4180,69.7,1.148
Laura2_37_TPA_R1_T7,Laura2,37,TPA,R1,T7,5/6/21,16:00,4180,69.7,1.225
Laura2_37_Pyrolysis_R1_T7,Laura2,37,Pyrolysis,R1,T7,5/6/21,16:00,4180,69.7,1.108
Laura2_37_Mix_R1_T7,Laura2,37,Mix,R1,T7,5/6/21,16:00,4180,69.7,1.243
Laura2_30_TPA_R2_T7,Laura2,30,TPA,R2,T7,5/6/21,16:00,4180,69.7,1.256
Laura2_30_Pyrolysis_R2_T7,Laura2,30,Pyrolysis,R2,T7,5/6/21,16:00,4180,69.7,0.953
Laura2_30_Mix_R2_T7,Laura2,30,Mix,R2,T7,5/6/21,16:00,4180,69.7,0.658
Laura2_30_TPA_R2_T7,Laura2,30,TPA,R2,T7,5/6/21,16:00,4180,69.7,1.64
Laura2_30_Pyrolysis_R2_T7,Laura2,30,Pyrolysis,R2,T7,5/6/21,16:00,4180,69.7,1.41
Laura2_37_Mix_R2_T7,Laura2,37,Mix,R2,T7,5/6/21,16:00,4180,69.7,1.761
Laura2_37_TPA_R3_T7,Laura2,37,TPA,R3,T7,5/6/21,16:00,4180,69.7,1.668
Laura2_37_Pyrolysis_R3_T7,Laura2,37,Pyrolysis,R3,T7,5/6/21,16:00,4180,69.7,1.261
Laura2_30_Mix_R3_T7,Laura2,30,Mix,R3,T7,5/6/21,16:00,4180,69.7,0.915
Laura2_30_TPA_R3_T7,Laura2,30,TPA,R3,T7,5/6/21,16:00,4180,69.7,1.748
Laura2_30_Pyrolysis_R3_T7,Laura2,30,Pyrolysis,R3,T7,5/6/21,16:00,4180,69.7,0.968
Laura2_37_Mix_R3_T7,Laura2,37,Mix,R3,T7,5/6/21,16:00,4180,69.7,1.219
Emma2_37_TPA_R1_T7,Emma2,37,TPA,R1,T7,5/6/21,16:00,4180,69.7,1.186
Emma2_37_Pyrolysis_R1_T7,Emma2,37,Pyrolysis,R1,T7,5/6/21,16:00,4180,69.7,0.481
Emma2_30_Mix_R1_T7,Emma2,30,Mix,R1,T7,5/6/21,16:00,4180,69.7,0.753
Emma2_30_TPA_R1_T7,Emma2,30,TPA,R1,T7,5/6/21,16:00,4180,69.7,1.371
Emma2_30_Pyrolysis_R1_T7,Emma2,30,Pyrolysis,R1,T7,5/6/21,16:00,4180,69.7,0.665
Emma2_37_Mix_R1_T7,Emma2,37,Mix,R1,T7,5/6/21,16:00,4180,69.7,1.354
Emma2_37_TPA_R2_T7,Emma2,37,TPA,R2,T7,5/6/21,16:00,4180,69.7,1.493
Emma2_37_Pyrolysis_R2_T7,Emma2,37,Pyrolysis,R2,T7,5/6/21,16:00,4180,69.7,1.414
Emma2_30_Mix_R2_T7,Emma2,30,Mix,R2,T7,5/6/21,16:00,4180,69.7,0.686
Emma2_30_TPA_R2_T7,Emma2,30,TPA,R2,T7,5/6/21,16:00,4180,69.7,1.611
Emma2_30_Pyrolysis_R2_T7,Emma2,30,Pyrolysis,R2,T7,5/6/21,16:00,4180,69.7,0.751
Emma2_37_Mix_R2_T7,Emma2,37,Mix,R2,T7,5/6/21,16:00,4180,69.7,1.605
Emma2_37_TPA_R3_T7,Emma2,37,TPA,R3,T7,5/6/21,16:00,4180,69.7,1.391
Emma2_37_Pyrolysis_R3_T7,Emma2,37,Pyrolysis,R3,T7,5/6/21,16:00,4180,69.7,1.113
Emma2_30_Mix_R3_T7,Emma2,30,Mix,R3,T7,5/6/21,16:00,4180,69.7,0.421
Emma2_30_TPA_R3_T7,Emma2,30,TPA,R3,T7,5/6/21,16:00,4180,69.7,1.55
Emma2_30_Pyrolysis_R3_T7,Emma2,30,Pyrolysis,R3,T7,5/6/21,16:00,4180,69.7,1.071
Emma2_30_Mix_R3_T7,Emma2,30,Mix,R3,T7,5/6/21,16:00,4180,69.7,1.224
Blank_30_TPA_R1_T7,Blank,30,TPA,R1,T7,5/6/21,16:00,4180,69.7,0.08
